"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","mpdci",,,,"User:","root"
"Cmdline:","dstat -c -C 0,1,2,3,4,5,6,7,total -m --output 8_simult_j1.csv 1",,,,"Date:","17 May 2016 19:23:50 UTC"

"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"total cpu usage",,,,,,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","used","buff","cach","free"
4.125,0.555,94.934,0.365,0.000,0.022,3.868,0.510,95.306,0.307,0.000,0.009,3.746,0.473,95.516,0.257,0.000,0.008,3.684,0.454,95.592,0.267,0.000,0.003,3.665,0.513,95.473,0.344,0.000,0.004,3.610,0.449,95.666,0.271,0.0,0.004,3.561,0.431,95.760,0.247,0.0,0.001,3.613,0.442,95.690,0.250,0.000,0.005,3.734,0.478,95.492,0.289,0.000,0.007,4041949184.0,260554752.0,13398417408.0,11802292224.0
11.111,0.0,88.889,0.0,0.0,0.0,0.990,1.980,96.040,0.0,0.0,0.990,3.030,2.020,94.949,0.0,0.0,0.0,10.101,1.010,88.889,0.0,0.0,0.0,7.071,3.030,89.899,0.0,0.0,0.0,10.891,2.970,86.139,0.0,0.0,0.0,48.515,2.970,47.525,0.990,0.0,0.0,30.693,2.970,66.337,0.0,0.0,0.0,15.375,1.875,82.500,0.125,0.0,0.125,4061925376.0,260554752.0,13412855808.0,11767877632.0
1.010,0.0,56.566,42.424,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,61.616,38.384,0.0,0.0,27.551,6.122,37.755,27.551,0.0,1.020,0.0,0.990,99.010,0.0,0.0,0.0,1.980,0.0,98.020,0.0,0.0,0.0,3.880,1.252,81.477,13.267,0.0,0.125,4062511104.0,260558848.0,13502930944.0,11677212672.0
15.842,2.970,9.901,71.287,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,4.0,3.0,17.0,76.0,0.0,0.0,13.131,2.020,84.848,0.0,0.0,0.0,2.041,0.0,97.959,0.0,0.0,0.0,3.0,2.0,95.0,0.0,0.0,0.0,4.887,1.754,74.687,18.672,0.0,0.0,4046995456.0,260558848.0,13502787584.0,11692871680.0
70.707,13.131,16.162,0.0,0.0,0.0,2.0,4.0,94.0,0.0,0.0,0.0,3.960,3.960,91.089,0.990,0.0,0.0,16.0,6.0,77.0,1.0,0.0,0.0,15.306,4.082,80.612,0.0,0.0,0.0,16.0,0.0,84.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,1.0,2.0,97.0,0.0,0.0,0.0,15.664,4.261,79.950,0.125,0.0,0.0,4046757888.0,260558848.0,13571227648.0,11624669184.0
9.901,2.970,86.139,0.0,0.0,0.990,9.0,6.0,85.0,0.0,0.0,0.0,39.796,7.143,53.061,0.0,0.0,0.0,56.0,3.0,41.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,3.030,3.030,93.939,0.0,0.0,0.0,28.713,1.980,69.307,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,18.523,3.129,78.223,0.0,0.0,0.125,4062519296.0,260558848.0,13651550208.0,11528585216.0
5.941,5.941,84.158,3.960,0.0,0.0,3.030,5.051,74.747,16.162,0.0,1.010,100.0,0.0,0.0,0.0,0.0,0.0,7.143,9.184,82.653,1.020,0.0,0.0,3.061,4.082,73.469,19.388,0.0,0.0,9.0,5.0,82.0,4.0,0.0,0.0,0.0,9.184,90.816,0.0,0.0,0.0,2.0,0.0,98.0,0.0,0.0,0.0,16.352,4.780,73.208,5.535,0.0,0.126,4068884480.0,261836800.0,13792620544.0,11379871744.0
5.102,3.061,91.837,0.0,0.0,0.0,30.0,13.0,52.0,5.0,0.0,0.0,27.723,0.990,71.287,0.0,0.0,0.0,37.0,5.0,58.0,0.0,0.0,0.0,0.990,2.970,96.040,0.0,0.0,0.0,0.0,4.082,95.918,0.0,0.0,0.0,31.959,13.402,50.515,4.124,0.0,0.0,40.816,0.0,59.184,0.0,0.0,0.0,21.761,5.409,71.572,1.258,0.0,0.0,4115914752.0,283774976.0,13824049152.0,11279474688.0
19.0,7.0,72.0,2.0,0.0,0.0,31.633,16.327,42.857,9.184,0.0,0.0,1.980,0.0,98.020,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.082,95.918,0.0,0.0,0.0,1.010,4.040,94.949,0.0,0.0,0.0,8.081,5.051,83.838,3.030,0.0,0.0,96.040,3.960,0.0,0.0,0.0,0.0,19.571,4.798,73.864,1.641,0.0,0.126,4213571584.0,309035008.0,13824049152.0,11156557824.0
13.0,8.0,76.0,3.0,0.0,0.0,10.0,2.0,88.0,0.0,0.0,0.0,1.010,3.030,95.960,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,1.0,3.0,96.0,0.0,0.0,0.0,20.408,7.143,70.408,2.041,0.0,0.0,35.052,14.433,46.392,4.124,0.0,0.0,15.0,2.0,83.0,0.0,0.0,0.0,12.060,5.276,81.533,1.131,0.0,0.0,4275015680.0,321028096.0,13824069632.0,11083100160.0
11.111,5.051,82.828,0.0,0.0,1.010,42.424,22.222,29.293,6.061,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,4.082,95.918,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,7.0,84.0,2.0,0.0,0.0,35.644,0.990,63.366,0.0,0.0,0.0,12.250,5.0,81.500,1.125,0.0,0.125,4341624832.0,341286912.0,13824077824.0,10996224000.0
30.928,25.773,39.175,4.124,0.0,0.0,31.313,6.061,59.596,3.030,0.0,0.0,1.010,10.101,75.758,13.131,0.0,0.0,3.030,3.030,83.838,10.101,0.0,0.0,1.0,9.0,69.0,21.0,0.0,0.0,0.0,3.030,72.727,24.242,0.0,0.0,0.0,3.030,96.970,0.0,0.0,0.0,1.0,2.0,95.0,2.0,0.0,0.0,8.492,7.478,74.525,9.506,0.0,0.0,4399128576.0,355209216.0,13956788224.0,10792087552.0
2.041,4.082,57.143,36.735,0.0,0.0,61.616,2.020,0.0,36.364,0.0,0.0,19.192,1.010,78.788,0.0,0.0,1.010,43.434,11.111,31.313,14.141,0.0,0.0,16.0,2.0,0.0,82.0,0.0,0.0,15.0,3.0,0.0,82.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,1.010,67.677,31.313,0.0,0.0,19.598,3.266,41.583,35.427,0.0,0.126,4398206976.0,355209216.0,14029844480.0,10719952896.0
10.0,5.0,24.0,61.0,0.0,0.0,62.626,2.020,0.0,35.354,0.0,0.0,39.796,8.163,44.898,7.143,0.0,0.0,22.222,13.131,0.0,64.646,0.0,0.0,6.061,2.020,37.374,54.545,0.0,0.0,1.0,1.0,28.0,70.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,17.758,4.030,41.562,36.650,0.0,0.0,4421103616.0,357519360.0,14095388672.0,10629201920.0
8.081,3.030,88.889,0.0,0.0,0.0,91.089,3.960,3.960,0.0,0.0,0.990,40.0,8.0,51.0,1.0,0.0,0.0,55.0,14.0,28.0,3.0,0.0,0.0,3.125,2.083,94.792,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,8.081,4.040,87.879,0.0,0.0,0.0,26.098,4.517,68.758,0.627,0.0,0.0,4493697024.0,369225728.0,14113177600.0,10527113216.0
21.782,5.941,66.337,5.941,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,66.337,0.990,32.673,0.0,0.0,0.0,31.0,9.0,41.0,19.0,0.0,0.0,3.960,3.960,86.139,5.941,0.0,0.0,1.010,1.010,89.899,8.081,0.0,0.0,8.911,2.970,88.119,0.0,0.0,0.0,2.0,2.0,96.0,0.0,0.0,0.0,16.834,2.889,75.377,4.774,0.0,0.126,4555374592.0,375554048.0,14113927168.0,10458357760.0
10.101,5.051,82.828,2.020,0.0,0.0,6.0,4.0,88.0,2.0,0.0,0.0,77.778,9.091,9.091,4.040,0.0,0.0,46.0,11.0,39.0,4.0,0.0,0.0,13.0,8.0,78.0,1.0,0.0,0.0,1.0,2.0,93.0,4.0,0.0,0.0,12.0,4.0,83.0,1.0,0.0,0.0,30.0,8.0,61.0,1.0,0.0,0.0,24.500,6.375,66.750,2.375,0.0,0.0,4725194752.0,388145152.0,14188048384.0,10201825280.0
29.0,18.0,52.0,1.0,0.0,0.0,15.464,10.309,70.103,4.124,0.0,0.0,39.394,13.131,41.414,6.061,0.0,0.0,5.941,7.921,82.178,3.960,0.0,0.0,96.970,0.0,3.030,0.0,0.0,0.0,1.031,2.062,96.907,0.0,0.0,0.0,11.224,2.041,86.735,0.0,0.0,0.0,2.020,2.020,95.960,0.0,0.0,0.0,25.221,7.188,65.826,1.765,0.0,0.0,4602372096.0,404914176.0,14232195072.0,10263732224.0
