"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","mpdci",,,,"User:","root"
"Cmdline:","dstat -c -C 0,1,2,3,4,5,6,7,total -m --output 2_simult_shift30_j8.csv 1",,,,"Date:","17 May 2016 20:59:27 UTC"

"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"total cpu usage",,,,,,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","used","buff","cach","free"
4.313,0.598,94.634,0.433,0.000,0.023,4.035,0.550,95.041,0.366,0.000,0.009,3.902,0.513,95.262,0.316,0.000,0.008,3.846,0.490,95.342,0.318,0.000,0.003,3.819,0.559,95.216,0.401,0.000,0.005,3.764,0.483,95.422,0.327,0.0,0.004,3.710,0.465,95.521,0.303,0.0,0.001,3.775,0.474,95.447,0.299,0.000,0.005,3.895,0.516,95.236,0.345,0.000,0.007,4681928704.0,267935744.0,20076462080.0,4476887040.0
13.0,1.0,86.0,0.0,0.0,0.0,8.0,3.0,89.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.882,2.941,91.176,0.0,0.0,0.0,1.020,4.082,94.898,0.0,0.0,0.0,16.0,2.0,82.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,3.0,1.0,96.0,0.0,0.0,0.0,6.023,1.882,92.095,0.0,0.0,0.0,4691398656.0,267935744.0,20086620160.0,4457259008.0
61.0,4.0,34.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.062,3.093,94.845,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,57.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,15.201,2.010,82.789,0.0,0.0,0.0,4691202048.0,267935744.0,20153262080.0,4390813696.0
31.683,3.960,62.376,0.0,0.0,1.980,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.041,97.959,0.0,0.0,0.0,45.455,8.081,46.465,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.162,1.010,82.828,0.0,0.0,0.0,10.101,1.010,88.889,0.0,0.0,0.0,12.830,2.138,84.780,0.0,0.0,0.252,4692119552.0,267935744.0,20218712064.0,4324446208.0
17.172,6.061,53.535,23.232,0.0,0.0,2.0,3.0,95.0,0.0,0.0,0.0,1.0,7.0,92.0,0.0,0.0,0.0,5.0,1.0,93.0,1.0,0.0,0.0,18.0,18.0,58.0,6.0,0.0,0.0,1.980,13.861,83.168,0.990,0.0,0.0,0.0,0.0,94.949,5.051,0.0,0.0,26.263,1.010,72.727,0.0,0.0,0.0,9.045,6.030,80.402,4.397,0.0,0.126,4698062848.0,269901824.0,20394160128.0,4141088768.0
59.596,20.202,17.172,3.030,0.0,0.0,5.941,0.990,92.079,0.990,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14.0,12.0,74.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,10.138,4.255,85.232,0.375,0.0,0.0,4699598848.0,288546816.0,20395950080.0,4119117824.0
24.0,0.0,76.0,0.0,0.0,0.0,20.619,11.340,65.979,2.062,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,17.0,4.0,77.0,2.0,0.0,0.0,20.202,11.111,67.677,1.010,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11.224,5.102,80.612,3.061,0.0,0.0,11.475,3.909,83.607,1.009,0.0,0.0,4729454592.0,309493760.0,20395986944.0,4068278272.0
0.0,0.0,100.0,0.0,0.0,0.0,13.265,14.286,70.408,2.041,0.0,0.0,14.851,0.0,85.149,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,6.863,93.137,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,43.158,17.895,30.526,7.368,0.0,1.053,9.023,5.013,84.712,1.253,0.0,0.0,4762972160.0,325627904.0,20395986944.0,4018626560.0
1.0,1.0,98.0,0.0,0.0,0.0,38.235,13.725,44.118,3.922,0.0,0.0,24.0,0.0,76.0,0.0,0.0,0.0,0.0,2.062,97.938,0.0,0.0,0.0,23.469,11.224,64.286,1.020,0.0,0.0,0.0,1.980,98.020,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,3.0,91.0,1.0,0.0,0.0,11.447,4.151,83.774,0.629,0.0,0.0,4801806336.0,340860928.0,20395986944.0,3964559360.0
1.010,4.040,90.909,4.040,0.0,0.0,0.0,0.0,70.408,29.592,0.0,0.0,0.0,6.0,71.0,22.0,0.0,1.0,13.131,2.020,84.848,0.0,0.0,0.0,14.0,13.0,69.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,28.0,11.0,57.0,4.0,0.0,0.0,7.161,4.523,80.402,7.915,0.0,0.0,4841218048.0,355950592.0,20465512448.0,3840532480.0
0.0,4.0,4.0,92.0,0.0,0.0,0.980,0.980,0.0,98.039,0.0,0.0,0.0,0.0,96.970,3.030,0.0,0.0,5.941,0.990,93.069,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,17.347,2.041,59.184,21.429,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.162,0.0,62.626,21.212,0.0,0.0,4.875,1.0,64.250,29.750,0.0,0.125,4854001664.0,355962880.0,20501929984.0,3791319040.0
